"","X","ProblemID","UserID","SubmissionNumber","TimeStamp","TimeSinceLast","Grade","GradeDiff","NVideoEvents","NForumEvents","DurationOfVideoActivity","NumberOfThreadViews","AverageVideoTimeDiffs","NVideoAndForum","improved"
"502",6962,1,"119e2aae09de71c28d672fcf620424da56b7575b",5,1394571305,3263,0,0,10,0,36,0,4,10,"No"
"503",12225,2,"119e2aae09de71c28d672fcf620424da56b7575b",1,1394492906,934,0,0,7,0,189,0,31,7,"No"
"504",21857,4,"119e2aae09de71c28d672fcf620424da56b7575b",1,1395603708,1034223,0,0,91,0,1021487,0,11349,91,"No"
"505",60825,14,"1221f0542312b87c245fe3ff22ee5eda6402c8b5",6,1398475206,2762,73.3333333333333,6.66666666666667,0,20,0,17,0,20,"Yes"
"506",60827,14,"1221f0542312b87c245fe3ff22ee5eda6402c8b5",8,1398476286,905,73.3333333333333,0,0,2,0,2,0,2,"No"
"507",60833,14,"1221f0542312b87c245fe3ff22ee5eda6402c8b5",14,1398478543,1285,86.6666666666667,0,0,3,0,2,0,3,"No"
"508",4060,1,"1236c0c92adfd5e1262b7919216fdb9de63f647f",2,1394761304,832,75,75,0,4,0,1,0,4,"Yes"
"509",24466,5,"1236c0c92adfd5e1262b7919216fdb9de63f647f",1,1395270998,867,44.4444444444444,4.44444444444444,0,3,0,1,0,3,"Yes"
"510",24472,5,"1236c0c92adfd5e1262b7919216fdb9de63f647f",7,1395274981,557,88.8888888888889,11.1111111111111,0,11,0,8,0,11,"Yes"
"511",5510,1,"12827052fefc98663747d925d481e533ebd7b139",1,1393882248,605,87.5,12.5,0,13,0,6,0,13,"Yes"
"512",10497,2,"12827052fefc98663747d925d481e533ebd7b139",5,1393861658,378,0,0,0,2,0,1,0,2,"No"
"513",10502,2,"12827052fefc98663747d925d481e533ebd7b139",10,1393877938,580,0,0,5,5,18,2,4,10,"No"
"514",26621,5,"12827052fefc98663747d925d481e533ebd7b139",13,1395510884,8076,66.6666666666667,22.2222222222222,0,12,0,5,0,12,"Yes"
"515",40851,8,"12827052fefc98663747d925d481e533ebd7b139",19,1396199162,925,75,0,0,10,0,4,0,10,"No"
"516",45377,9,"12827052fefc98663747d925d481e533ebd7b139",3,1396543610,72530,75,12.5,0,39,0,18,0,39,"Yes"
"517",52657,11,"12827052fefc98663747d925d481e533ebd7b139",5,1396554784,362,0,0,0,8,0,3,0,8,"No"
"518",52659,11,"12827052fefc98663747d925d481e533ebd7b139",7,1396555239,345,33.3333333333333,33.3333333333333,0,2,0,1,0,2,"Yes"
"519",61787,14,"12827052fefc98663747d925d481e533ebd7b139",10,1398669658,340,26.6666666666667,0,0,11,0,4,0,11,"No"
"520",61801,14,"12827052fefc98663747d925d481e533ebd7b139",24,1398686935,14100,58.6666666666667,-14.6666666666667,0,9,0,4,0,9,"No"
"521",67422,15,"12827052fefc98663747d925d481e533ebd7b139",9,1398678757,636,80,10,0,5,0,2,0,5,"Yes"
"522",67436,15,"12827052fefc98663747d925d481e533ebd7b139",23,1398681535,536,90,0,0,1,0,0,0,1,"No"
"523",67437,15,"12827052fefc98663747d925d481e533ebd7b139",24,1398682197,662,90,0,0,3,0,2,0,3,"No"
"524",67446,15,"12827052fefc98663747d925d481e533ebd7b139",33,1398696680,275,90,0,0,4,0,2,0,4,"No"
"525",4095,1,"1375a4ea72bd171941f90b75d34df156f1d3af5f",3,1394892489,320473,0,0,4,0,132553,0,44184,4,"No"
"526",4096,1,"1375a4ea72bd171941f90b75d34df156f1d3af5f",4,1394978430,85941,0,0,1,0,0,0,0,1,"No"
"527",17098,4,"1375a4ea72bd171941f90b75d34df156f1d3af5f",5,1395174227,907,0,0,0,4,0,4,0,4,"No"
"528",17099,4,"1375a4ea72bd171941f90b75d34df156f1d3af5f",6,1395256367,82140,0,0,0,5,0,3,0,5,"No"
"529",17100,4,"1375a4ea72bd171941f90b75d34df156f1d3af5f",7,1395259520,3153,0,0,0,1,0,1,0,1,"No"
"530",17103,4,"1375a4ea72bd171941f90b75d34df156f1d3af5f",10,1395260980,926,70,70,0,2,0,1,0,2,"Yes"
"531",24511,5,"1375a4ea72bd171941f90b75d34df156f1d3af5f",2,1395256731,83111,100,100,0,10,0,8,0,10,"Yes"
"532",40335,8,"1375a4ea72bd171941f90b75d34df156f1d3af5f",1,1396111469,10638,0,-87.5,0,5,0,1,0,5,"No"
"533",40341,8,"1375a4ea72bd171941f90b75d34df156f1d3af5f",7,1396291634,178127,87.5,0,3,0,76961,0,38480,3,"No"
"534",40343,8,"1375a4ea72bd171941f90b75d34df156f1d3af5f",9,1396378352,83297,100,12.5,0,5,0,2,0,5,"Yes"
"535",50225,11,"13c39ec939b5b52d794e2f059cd24aa9e018452c",5,1396696874,437,0,0,0,3,0,0,0,3,"No"
"536",50227,11,"13c39ec939b5b52d794e2f059cd24aa9e018452c",7,1396697377,225,0,0,0,3,0,0,0,3,"No"
"537",50228,11,"13c39ec939b5b52d794e2f059cd24aa9e018452c",8,1396697765,388,0,0,0,5,0,5,0,5,"No"
"538",50232,11,"13c39ec939b5b52d794e2f059cd24aa9e018452c",12,1396698767,338,0,0,0,1,0,1,0,1,"No"
"539",50240,11,"13c39ec939b5b52d794e2f059cd24aa9e018452c",20,1396699991,400,42.2222222222222,42.2222222222222,0,8,0,5,0,8,"Yes"
"540",60128,14,"13c39ec939b5b52d794e2f059cd24aa9e018452c",7,1398008376,1367,38.6666666666667,38.6666666666667,0,11,0,8,0,11,"Yes"
"541",4136,1,"149715164f6f4e005796fdb1308999ebef21589f",1,1394317118,576,100,100,0,2,0,1,0,2,"Yes"
"542",17201,4,"149715164f6f4e005796fdb1308999ebef21589f",1,1395054667,766,75,75,0,3,0,2,0,3,"Yes"
"543",17204,4,"149715164f6f4e005796fdb1308999ebef21589f",4,1395056589,1411,100,25,0,7,0,7,0,7,"Yes"
"544",43098,9,"149eb013a3e0123b7b4e1f33fe810b00bc9dd838",2,1396031811,27831,100,25,0,17,0,14,0,17,"Yes"
"545",66449,15,"149eb013a3e0123b7b4e1f33fe810b00bc9dd838",1,1397830019,4742,50,0,0,8,0,8,0,8,"No"
"546",66450,15,"149eb013a3e0123b7b4e1f33fe810b00bc9dd838",2,1398416881,586862,70,20,0,9,0,6,0,9,"Yes"
"547",9436,2,"14b002e049d81ab808538958bba80b4ab07276fa",2,1394573523,6638,0,0,9,0,104,0,13,9,"No"
"548",9440,2,"14b002e049d81ab808538958bba80b4ab07276fa",6,1394574813,159,0,0,0,4,0,1,0,4,"No"
"549",9441,2,"14b002e049d81ab808538958bba80b4ab07276fa",7,1394575413,600,0,0,0,5,0,2,0,5,"No"
"550",9448,2,"14b002e049d81ab808538958bba80b4ab07276fa",14,1394647626,70368,0,0,0,28,0,11,0,28,"No"
"551",9452,2,"14b002e049d81ab808538958bba80b4ab07276fa",18,1394828801,181041,0,0,130,9,124705,2,966,139,"No"
"552",9460,2,"14b002e049d81ab808538958bba80b4ab07276fa",26,1394837599,3823,0,0,0,2,0,1,0,2,"No"
"553",9461,2,"14b002e049d81ab808538958bba80b4ab07276fa",27,1394838250,651,0,0,0,3,0,2,0,3,"No"
"554",9463,2,"14b002e049d81ab808538958bba80b4ab07276fa",29,1394908016,69555,0,0,0,7,0,2,0,7,"No"
"555",48087,11,"14ee9507f43609b1c34aa42b2e6428b76f711a27",1,1395398165,772,77.7777777777778,0,0,4,0,1,0,4,"No"
"556",48088,11,"14ee9507f43609b1c34aa42b2e6428b76f711a27",2,1395404300,6135,77.7777777777778,0,0,14,0,6,0,14,"No"
"557",48090,11,"14ee9507f43609b1c34aa42b2e6428b76f711a27",4,1395408568,4111,77.7777777777778,0,0,37,0,13,0,37,"No"
"558",48094,11,"14ee9507f43609b1c34aa42b2e6428b76f711a27",8,1395502789,93553,77.7777777777778,0,0,27,0,10,0,27,"No"
"559",48095,11,"14ee9507f43609b1c34aa42b2e6428b76f711a27",9,1395663693,160904,100,22.2222222222222,4,33,45,16,15,37,"Yes"
"560",56698,14,"14ee9507f43609b1c34aa42b2e6428b76f711a27",4,1396595390,828,86.6666666666667,0,0,2,0,1,0,2,"No"
"561",56702,14,"14ee9507f43609b1c34aa42b2e6428b76f711a27",8,1396597012,936,86.6666666666667,0,0,6,0,3,0,6,"No"
"562",56703,14,"14ee9507f43609b1c34aa42b2e6428b76f711a27",9,1396612037,15025,100,13.3333333333333,0,23,0,11,0,23,"Yes"
"563",7824,1,"14fd483f33a2801805b5b235a04a055815265ca5",3,1393758189,1146,50,50,0,5,0,2,0,5,"Yes"
"564",48127,11,"15534e0df9f20fd941213296f8bf900417132021",6,1396868451,688,88.8888888888889,22.2222222222222,0,1,0,0,0,1,"Yes"
"565",18715,4,"155abb705c9f37e13ae905517285512402f3d8f0",1,1394983983,163,0,0,2,0,3,0,3,2,"No"
"566",18716,4,"155abb705c9f37e13ae905517285512402f3d8f0",2,1394984278,295,35,35,0,3,0,2,0,3,"Yes"
"567",34004,7,"155abb705c9f37e13ae905517285512402f3d8f0",2,1395607533,213,0,0,1,3,0,1,0,4,"No"
"568",56303,14,"15830567cd0a0816ce5d84fca19f5af78418efe4",1,1396538097,4656,86.6666666666667,2.66666666666667,0,6,0,3,0,6,"Yes"
"569",56304,14,"15830567cd0a0816ce5d84fca19f5af78418efe4",2,1396601718,63621,93.3333333333333,6.66666666666666,0,12,0,5,0,12,"Yes"
"570",56305,14,"15830567cd0a0816ce5d84fca19f5af78418efe4",3,1396622282,20564,86.6666666666667,-6.66666666666666,0,13,0,6,0,13,"No"
"571",56307,14,"15830567cd0a0816ce5d84fca19f5af78418efe4",5,1396623703,1255,86.6666666666667,0,0,5,0,5,0,5,"No"
"572",56308,14,"15830567cd0a0816ce5d84fca19f5af78418efe4",6,1397724992,1101289,86.6666666666667,0,32,0,4540,0,146,32,"No"
"573",31095,7,"15963b090152bc8cbe1d2610d06f4661ff297b69",1,1394703964,566,85.7142857142857,0,0,8,0,2,0,8,"No"
"574",54264,14,"15963b090152bc8cbe1d2610d06f4661ff297b69",37,1396726589,2424,66.6666666666667,-6.66666666666667,0,12,0,8,0,12,"No"
"575",54284,14,"15963b090152bc8cbe1d2610d06f4661ff297b69",57,1396895962,1969,86.6666666666667,0,0,4,0,1,0,4,"No"
"576",54287,14,"15963b090152bc8cbe1d2610d06f4661ff297b69",60,1396896753,124,86.6666666666667,0,0,1,0,1,0,1,"No"
"577",54292,14,"15963b090152bc8cbe1d2610d06f4661ff297b69",65,1396898454,1255,86.6666666666667,0,0,13,0,10,0,13,"No"
"578",54293,14,"15963b090152bc8cbe1d2610d06f4661ff297b69",66,1396898617,163,86.6666666666667,0,0,4,0,2,0,4,"No"
"579",54294,14,"15963b090152bc8cbe1d2610d06f4661ff297b69",67,1396898693,76,86.6666666666667,0,0,1,0,1,0,1,"No"
"580",54295,14,"15963b090152bc8cbe1d2610d06f4661ff297b69",68,1396899057,364,86.6666666666667,0,0,1,0,1,0,1,"No"
"581",54296,14,"15963b090152bc8cbe1d2610d06f4661ff297b69",69,1396900162,1105,86.6666666666667,0,0,5,0,5,0,5,"No"
"582",7877,1,"15dac08b0911b75b9bfbf35a10c3fb864ecba732",1,1394984846,262,97.5,12.5,0,1,0,1,0,1,"Yes"
"583",13284,2,"15dac08b0911b75b9bfbf35a10c3fb864ecba732",1,1394984235,256,90,0,0,1,0,0,0,1,"No"
"584",29829,5,"15dac08b0911b75b9bfbf35a10c3fb864ecba732",2,1394986601,229,66.6666666666667,0,0,1,0,1,0,1,"No"
"585",36885,8,"15dac08b0911b75b9bfbf35a10c3fb864ecba732",1,1396313664,5251,100,37.5,0,12,0,12,0,12,"Yes"
"586",10417,2,"160e18adf255533e99acef650ac8f8f2ffba836d",7,1395069526,6413,75,0,0,5,0,2,0,5,"No"
"587",10419,2,"160e18adf255533e99acef650ac8f8f2ffba836d",9,1395070443,763,75,0,0,1,0,1,0,1,"No"
"588",19883,4,"161c24a8a0b926103fdc459c5184f997b9a80608",5,1395690945,86844,0,0,46,10,9586,4,213,56,"No"
"589",19885,4,"161c24a8a0b926103fdc459c5184f997b9a80608",7,1396285215,176695,0,0,10,18,610,7,67,28,"No"
"590",27164,5,"161c24a8a0b926103fdc459c5184f997b9a80608",5,1396108608,497633,0,0,46,10,9586,4,213,56,"No"
"591",27165,5,"161c24a8a0b926103fdc459c5184f997b9a80608",6,1396110069,1461,0,0,10,0,610,0,67,10,"No"
"592",32494,7,"161c24a8a0b926103fdc459c5184f997b9a80608",2,1396285471,794,0,0,0,18,0,7,0,18,"No"
"593",32495,7,"161c24a8a0b926103fdc459c5184f997b9a80608",3,1396286036,565,0,0,2,1,3,0,3,3,"No"
"594",8790,2,"166fbb37dbd6e0cacbb21fdbb770ff18d7fd8fd7",1,1395157860,2149,65,0,15,0,1929,0,137,15,"No"
"595",8795,2,"166fbb37dbd6e0cacbb21fdbb770ff18d7fd8fd7",6,1395162598,4449,75,0,5,5,681,1,170,10,"No"
"596",24230,5,"16cc575614f0407233d572ca8b5e3a86867c5583",1,1395350496,320,66.6666666666667,66.6666666666667,0,3,0,1,0,3,"Yes"
"597",34253,7,"16cc575614f0407233d572ca8b5e3a86867c5583",1,1395787391,573,100,14.2857142857143,0,8,0,3,0,8,"Yes"
"598",9539,2,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",2,1394286826,54884,0,0,0,16,0,6,0,16,"No"
"599",9540,2,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",3,1396416412,2129586,0,0,134,142,1803450,54,13559,276,"No"
"600",17861,4,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",1,1394285640,532,0,0,0,1,0,0,0,1,"No"
"601",25262,5,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",3,1394648583,882,0,0,0,4,0,1,0,4,"No"
"602",25263,5,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",4,1394697589,49006,0,0,0,6,0,2,0,6,"No"
"603",25264,5,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",5,1394704948,7359,77.7777777777778,77.7777777777778,16,11,2113,5,140,27,"Yes"
"604",25269,5,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",10,1394782545,56672,88.8888888888889,0,2,19,3617,8,3617,21,"No"
"605",30166,6,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",4,1395442639,445896,68.75,-31.25,31,59,1742,23,58,90,"No"
"606",32180,7,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",3,1395343799,9569,100,100,0,9,0,3,0,9,"Yes"
"607",37107,8,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",1,1395494347,75818,75,75,31,23,1742,9,58,54,"Yes"
"608",65301,15,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",1,1397127863,895,90,0,0,13,0,4,0,13,"No"
"609",65302,15,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",2,1397128241,378,90,0,0,2,0,1,0,2,"No"
"610",65303,15,"16e5cb5d4f9fb5679c23a94d21e562922b91b865",3,1397135567,7326,100,10,0,3,0,1,0,3,"Yes"
"611",23441,5,"1746ab79276c98032f0b46ef975f1ab793f990ef",2,1395142995,2523,66.6666666666667,0,0,5,0,1,0,5,"No"
"612",23442,5,"1746ab79276c98032f0b46ef975f1ab793f990ef",3,1395143715,720,66.6666666666667,0,0,10,0,4,0,10,"No"
"613",23444,5,"1746ab79276c98032f0b46ef975f1ab793f990ef",5,1395144996,969,77.7777777777778,11.1111111111111,0,4,0,1,0,4,"Yes"
"614",23446,5,"1746ab79276c98032f0b46ef975f1ab793f990ef",7,1395146767,1661,77.7777777777778,0,0,2,0,1,0,2,"No"
"615",47797,11,"1746ab79276c98032f0b46ef975f1ab793f990ef",3,1396550651,6586,66.6666666666667,66.6666666666667,0,25,0,8,0,25,"Yes"
"616",54678,14,"178719f296fa3f8c53399151ac90a841005fd508",9,1398676171,68113,86.6666666666667,0,13,0,52,0,4,13,"No"
"617",64417,15,"178719f296fa3f8c53399151ac90a841005fd508",3,1398674796,55303,60,40,13,0,52,0,4,13,"Yes"
"618",32525,7,"17e6c1def1d4f96c0251a6155258117103ba4dec",1,1395388359,56607,100,14.2857142857143,75,0,3421,0,46,75,"Yes"
"619",37517,8,"17e6c1def1d4f96c0251a6155258117103ba4dec",3,1394979713,73208,100,12.5,0,12,0,5,0,12,"Yes"
"620",42439,9,"17e6c1def1d4f96c0251a6155258117103ba4dec",6,1396620088,1180839,72.5,22.5,45,2,124145,1,2821,47,"Yes"
"621",48685,11,"17e6c1def1d4f96c0251a6155258117103ba4dec",1,1396727645,2145,0,0,1,0,0,0,0,1,"No"
"622",57574,14,"17e6c1def1d4f96c0251a6155258117103ba4dec",8,1396899938,840,80,6.66666666666667,14,0,210,0,16,14,"Yes"
"623",57579,14,"17e6c1def1d4f96c0251a6155258117103ba4dec",13,1396903259,1040,93.3333333333333,0,0,8,0,2,0,8,"No"
"624",57580,14,"17e6c1def1d4f96c0251a6155258117103ba4dec",14,1397071815,168556,93.3333333333333,0,0,15,0,4,0,15,"No"
"625",17131,4,"180071e5cc667477ef3fb4230990120643726b2e",1,1395601669,1027,25,25,0,7,0,3,0,7,"Yes"
"626",39283,8,"180237c360c486b446441f6247f83d6a67358ebc",4,1394739798,1357,87.5,0,0,11,0,3,0,11,"No"
"627",39285,8,"180237c360c486b446441f6247f83d6a67358ebc",6,1394787261,47368,87.5,0,0,24,0,12,0,24,"No"
"628",61197,14,"180237c360c486b446441f6247f83d6a67358ebc",6,1396554862,785,93.3333333333333,0,0,6,0,1,0,6,"No"
"629",61198,14,"180237c360c486b446441f6247f83d6a67358ebc",7,1396555937,1075,100,6.66666666666667,0,9,0,3,0,9,"Yes"
"630",22447,4,"1816b81f474c46a77a3a9f2651cdd781da16f708",1,1396099798,436598,0,0,7,0,699,0,116,7,"No"
"631",22449,4,"1816b81f474c46a77a3a9f2651cdd781da16f708",3,1396880082,779414,0,0,8,5,7734,2,1104,13,"No"
"632",30282,6,"18244c968487a7b71d7977839c4eb65b28579314",1,1395154455,76959,100,37.5,22,0,52606,0,2505,22,"Yes"
"633",31111,7,"18592ca41972215a45c79fd9b489e215fd73bb21",11,1396190636,355528,100,100,16,3,134,1,8,19,"Yes"
"634",6191,1,"185df1534e18f7eed8077371210ab375e2a6c5aa",2,1397300157,3164023,0,-87.5,23,151,2735801,63,124354,174,"No"
"635",33676,7,"185df1534e18f7eed8077371210ab375e2a6c5aa",4,1396017294,198,0,0,0,5,0,2,0,5,"No"
"636",33680,7,"185df1534e18f7eed8077371210ab375e2a6c5aa",8,1396090750,73007,0,0,0,7,0,2,0,7,"No"
"637",33681,7,"185df1534e18f7eed8077371210ab375e2a6c5aa",9,1396091048,298,0,0,0,6,0,2,0,6,"No"
"638",38782,8,"185df1534e18f7eed8077371210ab375e2a6c5aa",10,1396280053,2693,75,0,0,4,0,2,0,4,"No"
"639",38784,8,"185df1534e18f7eed8077371210ab375e2a6c5aa",12,1396280993,711,75,0,0,2,0,1,0,2,"No"
"640",38785,8,"185df1534e18f7eed8077371210ab375e2a6c5aa",13,1396294630,13637,87.5,12.5,0,4,0,3,0,4,"Yes"
"641",60161,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",2,1396890826,9493,0,0,0,5,0,1,0,5,"No"
"642",60162,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",3,1396891505,679,0,0,0,7,0,2,0,7,"No"
"643",60166,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",7,1396895466,2777,65.3333333333333,65.3333333333333,0,2,0,1,0,2,"Yes"
"644",60171,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",12,1396897710,1050,80,0,0,2,0,1,0,2,"No"
"645",60172,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",13,1396899418,1708,80,0,0,2,0,2,0,2,"No"
"646",60173,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",14,1396901560,2142,80,0,0,2,0,2,0,2,"No"
"647",60174,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",15,1396902582,1022,86.6666666666667,6.66666666666667,0,1,0,0,0,1,"Yes"
"648",60179,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",20,1396947960,42216,86.6666666666667,0,0,4,0,1,0,4,"No"
"649",60182,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",23,1396966366,16064,86.6666666666667,0,0,8,0,4,0,8,"No"
"650",60183,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",24,1396967708,1342,86.6666666666667,0,0,1,0,1,0,1,"No"
"651",60184,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",25,1396968545,837,0,-86.6666666666667,0,1,0,0,0,1,"No"
"652",60186,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",27,1396969007,361,80,-6.66666666666667,0,1,0,1,0,1,"No"
"653",60188,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",29,1396972562,3287,86.6666666666667,0,0,1,0,1,0,1,"No"
"654",60191,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",32,1396974350,1315,80,-6.66666666666667,0,1,0,1,0,1,"No"
"655",60193,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",34,1396988913,14472,86.6666666666667,0,0,2,0,2,0,2,"No"
"656",60194,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",35,1396990486,1573,86.6666666666667,0,0,4,0,1,0,4,"No"
"657",60195,14,"185df1534e18f7eed8077371210ab375e2a6c5aa",36,1396992265,1779,86.6666666666667,0,0,1,0,1,0,1,"No"
"658",15337,3,"18a4825ce6fe9c5a40a7ccba292e502543772b6a",1,1394979260,345,100,58.3333333333333,7,0,285,0,47,7,"Yes"
"659",63641,14,"18a4825ce6fe9c5a40a7ccba292e502543772b6a",6,1398628295,183247,65.3333333333333,6.66666666666666,0,3,0,3,0,3,"Yes"
"660",63646,14,"18a4825ce6fe9c5a40a7ccba292e502543772b6a",11,1398629533,598,85.3333333333333,0,0,6,0,3,0,6,"No"
"661",4524,1,"18dbd477322da84c0200b4efb3983f6b80442476",3,1393878183,2885,0,0,12,0,248,0,22,12,"No"
"662",4533,1,"18dbd477322da84c0200b4efb3983f6b80442476",12,1397233971,3186565,0,-100,294,38,2246141,14,7666,332,"No"
"663",17720,4,"18dbd477322da84c0200b4efb3983f6b80442476",3,1394216847,5070,0,0,6,10,114,5,22,16,"No"
"664",56218,14,"18dbd477322da84c0200b4efb3983f6b80442476",9,1397233319,417917,0,-100,0,16,0,5,0,16,"No"
"665",65061,15,"18dbd477322da84c0200b4efb3983f6b80442476",2,1397232699,169321,60,0,0,16,0,5,0,16,"No"
"666",65062,15,"18dbd477322da84c0200b4efb3983f6b80442476",3,1397233612,913,80,20,0,6,0,3,0,6,"Yes"
"667",65065,15,"18dbd477322da84c0200b4efb3983f6b80442476",6,1397404071,170053,90,10,0,24,0,8,0,24,"Yes"
"668",65069,15,"18dbd477322da84c0200b4efb3983f6b80442476",10,1398185522,780564,100,10,0,8,0,4,0,8,"Yes"
"669",20077,4,"19891db50a0a29eb17c5ea998a7262c12e869b79",3,1398249390,1918,75,0,0,24,0,12,0,24,"No"
"670",32860,7,"19891db50a0a29eb17c5ea998a7262c12e869b79",1,1398513538,53205,0,0,0,6,0,3,0,6,"No"
"671",5210,1,"19a7c735132531f9ac8dff777183ddba1e1c30d4",3,1394285077,612485,0,-100,38,3,598548,1,16176,41,"No"
"672",51175,11,"19a7c735132531f9ac8dff777183ddba1e1c30d4",2,1395502310,9332,0,0,69,0,8705,0,128,69,"No"
"673",51178,11,"19a7c735132531f9ac8dff777183ddba1e1c30d4",5,1395565707,795,0,0,0,3,0,2,0,3,"No"
"674",54311,14,"19b67a7a6e44fbb98889894572f91333f59d7f5c",10,1396725917,41531,73.3333333333333,-6.66666666666667,3,0,4754,0,2377,3,"No"
"675",9237,2,"19ce2b2f528f43af7d850bde7646d2caf4f39480",3,1395087180,2931,0,0,0,20,0,11,0,20,"No"
"676",9240,2,"19ce2b2f528f43af7d850bde7646d2caf4f39480",6,1395089568,2070,0,0,0,9,0,4,0,9,"No"
"677",9243,2,"19ce2b2f528f43af7d850bde7646d2caf4f39480",9,1395092032,1722,0,0,0,9,0,5,0,9,"No"
"678",9244,2,"19ce2b2f528f43af7d850bde7646d2caf4f39480",10,1395133089,41057,0,0,0,6,0,1,0,6,"No"
"679",9245,2,"19ce2b2f528f43af7d850bde7646d2caf4f39480",11,1395176787,43698,0,0,0,12,0,7,0,12,"No"
"680",9246,2,"19ce2b2f528f43af7d850bde7646d2caf4f39480",12,1395178820,2033,0,0,0,6,0,4,0,6,"No"
"681",9247,2,"19ce2b2f528f43af7d850bde7646d2caf4f39480",13,1395179340,520,0,0,0,2,0,0,0,2,"No"
"682",9876,2,"19e4d191f5f003e594efaf83010b7912a8c7f6b1",1,1394877095,1240,0,0,0,8,0,4,0,8,"No"
"683",9877,2,"19e4d191f5f003e594efaf83010b7912a8c7f6b1",2,1395209763,332668,0,0,0,10,0,6,0,10,"No"
"684",705,0,"19e9bcb6fc597de8914c47d98a729097018bee3c",5,1394448639,165,100,16.6666666666667,6,0,30,0,6,6,"Yes"
"685",15197,3,"19e9bcb6fc597de8914c47d98a729097018bee3c",2,1394464670,5615,62.5,41.6666666666667,102,0,5094,0,50,102,"Yes"
"686",13308,2,"1a182edb570396b86f839fdf0fb09739638bb13b",1,1393967485,663,0,0,19,0,111,0,6,19,"No"
"687",13315,2,"1a182edb570396b86f839fdf0fb09739638bb13b",8,1394054112,81652,0,0,0,7,0,4,0,7,"No"
"688",13317,2,"1a182edb570396b86f839fdf0fb09739638bb13b",10,1394056149,1067,0,0,0,8,0,3,0,8,"No"
"689",13320,2,"1a182edb570396b86f839fdf0fb09739638bb13b",13,1394226683,170134,0,0,25,28,4577,13,190,53,"No"
"690",13324,2,"1a182edb570396b86f839fdf0fb09739638bb13b",17,1394230139,1349,0,-15,0,5,0,2,0,5,"No"
"691",13329,2,"1a182edb570396b86f839fdf0fb09739638bb13b",22,1394234220,3263,75,25,0,29,0,13,0,29,"Yes"
"692",13330,2,"1a182edb570396b86f839fdf0fb09739638bb13b",23,1394572712,338492,0,-75,38,16,81983,7,2215,54,"No"
"693",23090,4,"1a182edb570396b86f839fdf0fb09739638bb13b",1,1394233659,1309,0,0,0,16,0,7,0,16,"No"
"694",23091,4,"1a182edb570396b86f839fdf0fb09739638bb13b",2,1394234480,821,20,20,0,5,0,2,0,5,"Yes"
"695",23095,4,"1a182edb570396b86f839fdf0fb09739638bb13b",6,1394236639,976,0,-50,0,4,0,1,0,4,"No"
"696",29854,5,"1a182edb570396b86f839fdf0fb09739638bb13b",3,1395350698,1570,0,0,0,11,0,4,0,11,"No"
"697",29855,5,"1a182edb570396b86f839fdf0fb09739638bb13b",4,1395351558,860,44.4444444444444,44.4444444444444,0,2,0,1,0,2,"Yes"
"698",29856,5,"1a182edb570396b86f839fdf0fb09739638bb13b",5,1395432923,81365,44.4444444444444,0,24,17,50494,11,2195,41,"No"
"699",36026,7,"1a182edb570396b86f839fdf0fb09739638bb13b",1,1395864784,85268,0,0,20,47,4392,18,231,67,"No"
"700",36042,7,"1a182edb570396b86f839fdf0fb09739638bb13b",17,1395870036,727,0,0,0,6,0,3,0,6,"No"
"701",36044,7,"1a182edb570396b86f839fdf0fb09739638bb13b",19,1395871214,903,22.8571428571429,22.8571428571429,0,1,0,0,0,1,"Yes"
"702",36055,7,"1a182edb570396b86f839fdf0fb09739638bb13b",30,1395954185,80844,0,-71.4285714285714,0,3,0,0,0,3,"No"
"703",41017,8,"1a182edb570396b86f839fdf0fb09739638bb13b",3,1396297846,3871,0,0,0,1,0,0,0,1,"No"
"704",41018,8,"1a182edb570396b86f839fdf0fb09739638bb13b",4,1396301523,3677,0,0,1,19,0,9,0,20,"No"
