"","UserID","ProblemID","improved","overalGradeDiff","CountofSubmissions","countOfVideoandForumEvents","avgTbwSubs"
"290","2f259ef50715773223714d00e96729b206cde05f",9,"No",12.5,3,28,762.666666666667
"291","2f259ef50715773223714d00e96729b206cde05f",9,"Yes",0,2,7,631
"292","2f259ef50715773223714d00e96729b206cde05f",11,"No",0,2,9,25052
"293","2fdd24328e93beddad00bda1df93e4cca4a1922e",4,"Yes",25,2,24,2455
"294","304fcd3d3260d1ab7f21756926d22318747b66a2",5,"No",0,2,21,1552
"295","304fcd3d3260d1ab7f21756926d22318747b66a2",14,"No",33.3333333333334,2,26,420.5
"296","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",8,"Yes",12.5,2,14,53201
"297","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",11,"No",17.7777777777778,3,14,14964
"298","30cabfc6d2da52d3bd4d706b27acce8849c3f7fc",14,"No",0,5,29,1677.4
"299","315836a2e194628a85681f49fb1da272a334b9cd",8,"No",-87.5,2,17,26973
"300","31c444a2e2b0581e5f191589b8cecc0104854cf3",11,"No",0,2,5,365.5
"301","31c444a2e2b0581e5f191589b8cecc0104854cf3",14,"No",0,8,27,46611.25
"302","31e6acb514a81b25ceaa51d59c7ca1df8e33fdd5",4,"No",0,2,6,231.5
"303","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",5,"Yes",53.3333333333333,3,8,38508.3333333333
"304","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",11,"No",-62.2222222222222,2,44,1044691
"305","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",14,"No",0,2,3,1474.5
"306","31f9d27c80ec6d7d55a830153fcbc7c91d07e0e4",15,"No",0,2,6,1271
"307","32550fe2a6c6dad36ac5dcc00ec32794d58eb4c0",4,"No",0,4,18,12486.75
"308","331857647d4f5ef923c99b26db2653c29780dfc1",5,"No",0,3,166,1032108.66666667
"309","334302004ea1af30f92613b8059aca767ef25f6c",1,"No",0,2,7,376.5
"310","334302004ea1af30f92613b8059aca767ef25f6c",11,"No",-55.5555555555556,2,25,68674.5
"311","334302004ea1af30f92613b8059aca767ef25f6c",14,"No",93.3333333333333,9,26,9230.55555555555
"312","334302004ea1af30f92613b8059aca767ef25f6c",14,"Yes",6.6666666666666,2,4,587
"313","334302004ea1af30f92613b8059aca767ef25f6c",15,"No",20,3,35,30413
"314","335f510f3c38e5162f98d5676b253b1f5c35005b",8,"No",0,7,85,3684.14285714286
"315","335f510f3c38e5162f98d5676b253b1f5c35005b",9,"No",35,3,16,19054.6666666667
"316","335f510f3c38e5162f98d5676b253b1f5c35005b",9,"Yes",92.5,3,34,62174
"317","335f510f3c38e5162f98d5676b253b1f5c35005b",11,"No",-2.2222222222222,2,5,2357.5
"318","335f510f3c38e5162f98d5676b253b1f5c35005b",14,"No",93.3333333333333,8,156,18315.375
"319","335f510f3c38e5162f98d5676b253b1f5c35005b",14,"Yes",13.3333333333333,3,5,5012.66666666667
"320","339943642e3f6379f8ba2ee4be236f0a57e864a5",15,"Yes",20,2,15,29194
"321","33c2dd3236e6db15d8d0a56f096e2823d4b3541e",5,"No",0,3,15,453
"322","33c2dd3236e6db15d8d0a56f096e2823d4b3541e",14,"No",93.3333333333333,20,86,1713.8
"323","33c2dd3236e6db15d8d0a56f096e2823d4b3541e",14,"Yes",46.6666666666667,8,50,89778.625
"324","33c2dd3236e6db15d8d0a56f096e2823d4b3541e",15,"No",80,5,8,284
"325","33c2dd3236e6db15d8d0a56f096e2823d4b3541e",15,"Yes",20,4,48,15760.5
"326","347d11b42df39992472d858f6ba4d2a3315b7716",7,"No",0,2,33,122238.5
"327","347d11b42df39992472d858f6ba4d2a3315b7716",11,"No",33.3333333333333,2,12,438.5
"328","3490535aa88ec8693ed9ea5d1a943ca947644457",5,"Yes",11.1111111111111,2,26,6726
"329","350640ffce0b339d93d74696167059ea55dec6fe",5,"Yes",11.1111111111111,2,9,35523.5
"330","35e12ebac96e18c0be25ee1fae83100f9373cd97",9,"Yes",12.5,2,317,512576.5
"331","3650e0d89cc4c3f4c6af7f799cd3546f8df548c6",2,"Yes",30,2,5,220
"332","365279a6625b38a7ed699bbecf2130d785660fb2",4,"No",0,4,9,344.75
"333","365279a6625b38a7ed699bbecf2130d785660fb2",8,"No",0,3,6,1744.33333333333
"334","36e8f088958a28e5af85fc4e2e857267217c8acc",4,"No",0,2,96,84709
"335","37689a42c6543ddd3ce5c5e4efc7ad1af40cf37e",2,"No",-60,2,42,171344
"336","37689a42c6543ddd3ce5c5e4efc7ad1af40cf37e",5,"No",88.8888888888889,3,10,2817.66666666667
"337","37689a42c6543ddd3ce5c5e4efc7ad1af40cf37e",14,"Yes",13.3333333333333,2,11,1744
"338","3795828c4fff41bde44b0fe85c716fde38f78c86",5,"No",0,2,534,543204.5
"339","3795828c4fff41bde44b0fe85c716fde38f78c86",11,"No",22.2222222222222,4,42,9767
"340","38f564bff8b9be10e76485df51ef46c786b2df1a",2,"No",25,2,9,694
"341","3945e7278f0c522dffeb1d697b2f1a481560af18",1,"No",87.5,2,115,541878.5
"342","3945e7278f0c522dffeb1d697b2f1a481560af18",11,"No",88.8888888888889,2,11,130120
"343","39ad1054bd3b0ae5149936426d46833b999fb6cf",8,"Yes",12.5,2,4,2918.5
"344","3a27f480dce356fbd1a911e0376be98713b9ff4a",2,"No",0,2,6,405.5
"345","3a3ab9b4372c4194466014ef6db7457416706f4e",10,"Yes",19.9999968210856,2,411,672939
"346","3a5f9d90568b3001d6f142283d4dd7cfe32bc600",5,"No",88.8888888888889,5,48,8291.8
"347","3a5f9d90568b3001d6f142283d4dd7cfe32bc600",7,"Yes",2.8571428571429,2,4,5118.5
"348","3a5f9d90568b3001d6f142283d4dd7cfe32bc600",14,"No",62.6666666666667,4,19,10758.75
"349","3a6a7b06adc3e03f8f3592f938a8aa24ad99e834",1,"Yes",12.5,2,11,320
"350","3a6e7ded8062c21a7c302a1b7cf68bdeb80019cb",4,"Yes",25,2,6,28013.5
"351","3ab1818d923a6ff4388194058ad063b36d322084",3,"Yes",33.3333333333333,2,33,70467.5
"352","3ab1818d923a6ff4388194058ad063b36d322084",5,"No",0,5,64,5727.2
"353","3ab1818d923a6ff4388194058ad063b36d322084",5,"Yes",24.4444444444444,2,6,325.5
"354","3ab1818d923a6ff4388194058ad063b36d322084",8,"No",0,2,19,1677
"355","3ac498a0dcb9a454240fa5abc2717d5ba4c8b973",14,"No",0,2,7,813
"356","3ac498a0dcb9a454240fa5abc2717d5ba4c8b973",14,"Yes",26.6666666666666,2,10,487
"357","3bf06c8a077601ac76750e41e73ed4ec00508b9c",2,"No",45,3,50,203783.666666667
"358","3bf06c8a077601ac76750e41e73ed4ec00508b9c",4,"No",0,2,12,612
"359","3c6cbf0aceb8a305b5ffa636dc8db18b6a06d4fb",5,"Yes",22.2222222222222,2,25,79184.5
"360","3ca8eec8431e736084496aab535221b687e0d28c",4,"No",0,2,7,1002.5
"361","3cb84cd0fb225273b61e56e70d3ef22423bc4327",5,"No",0,2,8,704.5
"362","3cb84cd0fb225273b61e56e70d3ef22423bc4327",14,"No",0,2,12,3151.5
"363","3dc1808d69add9ed8c1689bea5a355c9a6a0261c",2,"No",0,6,363,99361.5
"364","3dc4742c0ae7d155e13c5f3940726e5be94cdacc",3,"Yes",4.1666666666667,2,15,28241
"365","3dc4742c0ae7d155e13c5f3940726e5be94cdacc",14,"Yes",20,3,16,2067
"366","3dc4742c0ae7d155e13c5f3940726e5be94cdacc",15,"Yes",8,2,33,78356
"367","3df4561bee6ef2c3402ebfcc1f4427f07d3a794d",5,"No",0,2,31,6113.5
"368","3df4561bee6ef2c3402ebfcc1f4427f07d3a794d",8,"No",12.5,2,55,72047.5
"369","3df4561bee6ef2c3402ebfcc1f4427f07d3a794d",14,"No",0,9,128,25783.1111111111
"370","3e41cf77ce2fb3eaf67eb3dc75b933deafb54500",14,"No",0,6,21,8963.16666666667
"371","3eb17214891c9bf63d6242109d8c0897b68e6c86",4,"No",0,3,60,165122.333333333
"372","3eb17214891c9bf63d6242109d8c0897b68e6c86",5,"No",88.8888888888889,3,113,224222
"373","3eb17214891c9bf63d6242109d8c0897b68e6c86",8,"No",0,3,46,321083
"374","3eb17214891c9bf63d6242109d8c0897b68e6c86",9,"Yes",2.5,2,22,117995.5
"375","3eb17214891c9bf63d6242109d8c0897b68e6c86",11,"Yes",64.4444444444445,3,25,171263
"376","3eb17214891c9bf63d6242109d8c0897b68e6c86",14,"Yes",57.3333333333334,2,2,94348.5
"377","3eb972c2461a08d9a0139a40064617c29b80dce3",5,"No",88.8888888888889,2,32,1082.5
"378","3ede2b2b7bed87ef2ca9bc0f7aeeb776458ab6ae",1,"No",0,7,802,530682.571428571
"379","3ede2b2b7bed87ef2ca9bc0f7aeeb776458ab6ae",1,"Yes",50,2,35,5264
"380","3ede2b2b7bed87ef2ca9bc0f7aeeb776458ab6ae",2,"No",0,2,384,623630.5
"381","3ede2b2b7bed87ef2ca9bc0f7aeeb776458ab6ae",4,"No",50,4,37,608.25
"382","3ede2b2b7bed87ef2ca9bc0f7aeeb776458ab6ae",4,"Yes",5,2,8,246.5
"383","3ede2b2b7bed87ef2ca9bc0f7aeeb776458ab6ae",5,"Yes",11.1111111111111,3,25,2428.66666666667
"384","3ede2b2b7bed87ef2ca9bc0f7aeeb776458ab6ae",9,"No",12.5,2,8,417
"385","3ede2b2b7bed87ef2ca9bc0f7aeeb776458ab6ae",15,"No",-18,2,20,314655
"386","3efc6328fc665c9d4e73d65ecd487148ffd95dee",1,"No",0,2,14,15963.5
"387","3efc6328fc665c9d4e73d65ecd487148ffd95dee",2,"No",0,6,46,15129.6666666667
"388","3fbc10235153d6faed68c1eb4e0fa9df570a1d95",1,"Yes",12.5,2,8,446
"389","40a4847ae542c5b0e14c7b3d0335927c670471c9",4,"Yes",30,2,6,210
"390","40a4847ae542c5b0e14c7b3d0335927c670471c9",5,"No",0,2,10,2612
"391","40a4847ae542c5b0e14c7b3d0335927c670471c9",8,"No",50,4,22,790.25
"392","40a4847ae542c5b0e14c7b3d0335927c670471c9",8,"Yes",12.5,2,33,2808.5
"393","40a4847ae542c5b0e14c7b3d0335927c670471c9",14,"No",6.6666666666667,5,25,341.2
"394","40a4847ae542c5b0e14c7b3d0335927c670471c9",15,"Yes",10,2,15,388
"395","40fae7b9699de5bb0cd1a397f0d6b7f34f893205",15,"No",-10,3,35,115481
"396","4104897a1a8c4fb5f854da637ad13e3745a231ce",1,"No",0,2,20,76394.5
"397","4104897a1a8c4fb5f854da637ad13e3745a231ce",14,"No",-6.6666666666667,4,25,7122.5
"398","41499b1db69674df5d042627adc79d3628f4f423",4,"No",20,2,17,701
"399","41499b1db69674df5d042627adc79d3628f4f423",5,"No",88.8888888888889,3,13,841.333333333333
"400","41499b1db69674df5d042627adc79d3628f4f423",8,"No",75,3,24,8795
"401","41499b1db69674df5d042627adc79d3628f4f423",8,"Yes",2.5,2,5,208
"402","41499b1db69674df5d042627adc79d3628f4f423",9,"No",0,3,9,15977.6666666667
"403","41499b1db69674df5d042627adc79d3628f4f423",14,"No",33.3333333333334,2,2,489.5
"404","41499b1db69674df5d042627adc79d3628f4f423",14,"Yes",46.6666666666667,2,4,484
"405","41499b1db69674df5d042627adc79d3628f4f423",15,"No",20,3,78,25278
"406","420c97518cf6024e6571539bcccc0d8f4f94087a",14,"Yes",41.3333333333333,3,22,38142.3333333333
"407","4214f6c172cae9c8c4aba1b03e34f5d5709a78ac",4,"No",0,2,11,398450
"408","4268ac1ae34284d3f5d0cbcf4016b4072503cee4",14,"No",0,2,3,3736.5
"409","42720cbb9a6b060384fab43d709ee32ef4017547",14,"No",0,2,14,5684
"410","42720cbb9a6b060384fab43d709ee32ef4017547",14,"Yes",44,4,23,943
"411","42ab711fd1df5d0f6542b955325baaadf2e87fb0",3,"Yes",4.1666666666667,2,76,72642.5
"412","42ab711fd1df5d0f6542b955325baaadf2e87fb0",5,"No",0,2,4,24248.5
"413","42ab711fd1df5d0f6542b955325baaadf2e87fb0",8,"No",0,2,2,5579
"414","42ab711fd1df5d0f6542b955325baaadf2e87fb0",11,"No",88.8888888888889,3,8,24085.3333333333
"415","42ab711fd1df5d0f6542b955325baaadf2e87fb0",14,"No",0,5,131,129233.4
"416","42ab711fd1df5d0f6542b955325baaadf2e87fb0",15,"No",-10,3,4,24230.3333333333
"417","43265ecb119faa951af8a580cf897d9b9b617d4b",9,"Yes",27.5,2,23,1425.5
"418","4330622925b3d48ef2d6e48054d9606b9880aab5",3,"Yes",33.3333333333333,2,14,135628.5
"419","4359bb60608183c780ce3c21a2ac6f93504965be",3,"Yes",16.6666666666667,2,127,379446.5
"420","4359bb60608183c780ce3c21a2ac6f93504965be",4,"No",0,2,38,85800
"421","4359bb60608183c780ce3c21a2ac6f93504965be",5,"No",0,3,10,774.333333333333
"422","436b820991656da61def76ec8c761085308296ca",1,"No",0,4,197,258430
"423","43703b0f7673994fcd5b9d67d95e0c9a4ed555f4",5,"Yes",22.2222222222222,2,4,43839
"424","43703b0f7673994fcd5b9d67d95e0c9a4ed555f4",8,"No",0,2,72,473573
"425","43703b0f7673994fcd5b9d67d95e0c9a4ed555f4",14,"No",0,2,6,28276
"426","43703b0f7673994fcd5b9d67d95e0c9a4ed555f4",14,"Yes",13.3333333333333,2,4,4623.5
"427","43bf9cf6596d194d24a437d4adba48d97aac524c",1,"No",0,3,27,1525
"428","43bf9cf6596d194d24a437d4adba48d97aac524c",2,"No",0,2,27,2019.5
"429","43bf9cf6596d194d24a437d4adba48d97aac524c",14,"No",93.3333333333333,4,45,10233.75
"430","446ab17244c5002022183ef44908a2d367095efb",8,"No",0,3,21,978.333333333333
"431","447f67904b325f299c15cf36584d823b29dc49e5",8,"No",0,2,83,40063.5
"432","44d6853848d10687ac3980b14069dbee24ed8186",4,"No",0,2,14,2541
"433","44d6853848d10687ac3980b14069dbee24ed8186",14,"No",0,4,34,2434.75
"434","4685287437892cad5744ff86d100252abfc95c1a",14,"No",0,3,31,168618.333333333
"435","468be422e3e6769606301aa11f7fb63359b96b20",5,"No",0,2,24,75882
"436","46a09eff0beccaf44dd58bd91600ab238048d997",5,"Yes",33.3333333333333,2,16,3814.5
"437","46a09eff0beccaf44dd58bd91600ab238048d997",14,"No",0,2,10,872
"438","4716313be52a8c76b316e87e98a9cd0260ac0774",14,"No",13.3333333333334,3,48,57283.6666666667
"439","4855d387b9ca1ae44bfd17dfd1ee8275c614d64e",2,"No",0,2,2,305.5
"440","4855d387b9ca1ae44bfd17dfd1ee8275c614d64e",5,"No",-31.1111111111112,2,5,1467
"441","4876c67894c8bd51791d79f553a711666e8e4bb7",4,"No",75,3,12,5658.66666666667
"442","4876c67894c8bd51791d79f553a711666e8e4bb7",4,"Yes",25,2,26,3600
"443","4876c67894c8bd51791d79f553a711666e8e4bb7",5,"Yes",11.1111111111111,2,171,127271.5
"444","4876c67894c8bd51791d79f553a711666e8e4bb7",7,"No",0,7,76,15478.4285714286
"445","4876c67894c8bd51791d79f553a711666e8e4bb7",8,"No",0,5,65,5482.4
"446","4876c67894c8bd51791d79f553a711666e8e4bb7",8,"Yes",40,2,44,66144
"447","4876c67894c8bd51791d79f553a711666e8e4bb7",9,"No",-12.5,5,79,38340.6
"448","4876c67894c8bd51791d79f553a711666e8e4bb7",9,"Yes",37.5,3,22,45328
"449","4876c67894c8bd51791d79f553a711666e8e4bb7",11,"No",0,6,95,15466.6666666667
"450","4876c67894c8bd51791d79f553a711666e8e4bb7",14,"No",86.6666666666667,9,245,60090
"451","48a947ccd77510b50f04edffce932a7a9a127ec2",1,"No",0,3,13,635.666666666667
"452","48a947ccd77510b50f04edffce932a7a9a127ec2",4,"No",0,12,60,34283.5833333333
"453","49883012c03c11aab750a0ae49655cea2d001034",14,"No",5.3333333333333,2,8,1215.5
"454","4a10621644981bf75e859405011fd906ec5d92c6",5,"No",37.7777777777778,3,153,547371.333333333
"455","4a7d9917376e8b925ae35dbb58c60a24c4b883aa",1,"Yes",30,2,21,9038
"456","4b855ee97a8922019f425ad380e45cf15beeebcc",14,"No",0,2,3,608
"457","4b992dc9ac217b15b3fb923ef775be481138757b",14,"Yes",36,2,24,1206
"458","4bf928ff0b6e5f3d2a701c8ee635568255617846",5,"No",0,2,23,560.5
"459","4bf928ff0b6e5f3d2a701c8ee635568255617846",11,"No",22.2222222222222,2,23,245
"460","4cf77f08e9631e03af0b7cd787039ad803a1986a",1,"No",0,2,322,250498
"461","4cf77f08e9631e03af0b7cd787039ad803a1986a",5,"No",0,2,19,665
"462","4cf77f08e9631e03af0b7cd787039ad803a1986a",11,"No",0,3,70,6400.66666666667
"463","4d2fcac44891265d208304b8d8a707e60d416776",5,"Yes",55.5555555555556,2,9,3661
"464","4d2fcac44891265d208304b8d8a707e60d416776",9,"No",12.5,2,14,26302.5
"465","4d2fcac44891265d208304b8d8a707e60d416776",11,"No",77.7777777777778,10,116,14882.3
"466","4d2fcac44891265d208304b8d8a707e60d416776",14,"No",26.6666666666666,9,78,25250.8888888889
"467","4d2fcac44891265d208304b8d8a707e60d416776",14,"Yes",13.3333333333333,2,18,189527
"468","4d2fcac44891265d208304b8d8a707e60d416776",15,"No",-10,4,8,1075
"469","4d595d893996e1d2af01f8274524dbaa7341cf50",5,"No",0,2,10,49992
"470","4d595d893996e1d2af01f8274524dbaa7341cf50",11,"No",0,2,32,31717.5
"471","4dea35f86ec462b0f01256ddb423c74d4a3c73f1",1,"Yes",25,2,8,547.5
"472","4dea35f86ec462b0f01256ddb423c74d4a3c73f1",14,"No",6.6666666666667,2,6,412
"473","4df3a42d5a834242547baac8345a29d9ee1667e3",2,"Yes",25,2,24,39585.5
"474","4e1338d9fa4b66f541b49463f1ae9e04ceb97a1e",7,"Yes",2.8571428571429,2,7,434
"475","4e3eff1829338bee9699dff1ced07aba96e453ff",11,"No",88.8888888888889,3,5,450.666666666667
"476","4e3eff1829338bee9699dff1ced07aba96e453ff",14,"No",13.3333333333334,2,7,522
"477","4eb8b4df3b58e29c67f65c665d180dbeb55ded4c",5,"No",0,2,26,53300
"478","4ed3126fef9f65c0903039f3cf31753cbd6d4ade",1,"No",0,2,6,403
"479","4ed3126fef9f65c0903039f3cf31753cbd6d4ade",4,"No",0,2,50,42698.5
"480","4ed3126fef9f65c0903039f3cf31753cbd6d4ade",5,"No",22.2222222222222,2,48,192147.5
"481","4ed3126fef9f65c0903039f3cf31753cbd6d4ade",5,"Yes",22.2222222222222,2,4,1196.5
"482","4ed3126fef9f65c0903039f3cf31753cbd6d4ade",9,"No",12.5,2,15,129253
"483","4f4dfb23ef882f08a41605e89796ecae1de9ede1",14,"Yes",20,2,24,28339.5
"484","4f5bb6a88d4c08c5a018e2988acf522580b8d1cf",14,"No",0,3,9,735.666666666667
"485","4f5bb6a88d4c08c5a018e2988acf522580b8d1cf",14,"Yes",37.3333333333334,2,15,1957.5
"486","4f714d9c8db63298eb506d61a069475f06ee78ba",14,"No",0,3,9,1110.66666666667
"487","4fa390ca82e6778467921f15cd27f8eec46999e1",14,"No",0,3,54,9217.33333333333
"488","4fb37766a73f3b28bb68143d6cb6dd6d0c016ad5",1,"Yes",75,2,69,2547.5
"489","4fcb5a90874ba9220c9b9bb2551dbedbdf3136e6",4,"Yes",25,2,4,310.5
"490","5085144086f7e4c465aec60fa75ebf81bb91c05b",5,"Yes",22.2222222222222,2,16,1672
"491","5085144086f7e4c465aec60fa75ebf81bb91c05b",8,"No",0,3,28,7789
"492","50894d120ffaddd26eb18676a63d5a197344e591",5,"No",77.7777777777778,3,18,12206
"493","50894d120ffaddd26eb18676a63d5a197344e591",5,"Yes",11.1111111111111,2,3,800.5
"494","50894d120ffaddd26eb18676a63d5a197344e591",7,"No",0,3,18,1691.66666666667
"495","50a88e8c78195535b421a57d35df43128834bc22",11,"No",0,3,14,1466.33333333333
"496","50a88e8c78195535b421a57d35df43128834bc22",15,"No",-50,2,27,47126.5
"497","512317a3f8bef805206e58ac1350817723763543",2,"No",0,3,27,88963.6666666667
"498","512317a3f8bef805206e58ac1350817723763543",5,"No",11.1111111111111,2,28,1320
"499","512317a3f8bef805206e58ac1350817723763543",11,"No",88.8888888888889,2,29,21859.5
"500","512317a3f8bef805206e58ac1350817723763543",15,"Yes",20,2,3,580
"501","51307414df5e69aa4c3b819b98bcabc3f8307d23",8,"No",0,2,15,1832.5
"502","514e64f6e5b963e069e81f4ed6e39c2d481ab290",1,"No",0,6,56,688442.666666667
"503","523c6d04e21de1d963f37ff27dc3b4f00d1fa086",4,"No",0,2,9,2776.5
"504","523c6d04e21de1d963f37ff27dc3b4f00d1fa086",8,"No",0,2,6,198
"505","52595b5c5f3e3ee2370141ee7f495e3ca9a88d25",4,"Yes",25,2,8,662
"506","5336231bf0ae8e36264ca6f946ae8f9dca2b180e",14,"No",0,3,12,26352.3333333333
"507","5362bd52b7d18d4a7f4027268a0b9c47c60f1383",14,"No",13.3333333333334,2,7,666
"508","5415c808213056812a117fa454ebb5df8e83b5d5",4,"No",0,2,7,3279.5
"509","5415c808213056812a117fa454ebb5df8e83b5d5",9,"No",0,5,49,50703.2
"510","54ab7f9c3322e1772c3fd5822b780dc0fed2461f",14,"Yes",6.6666666666667,2,15,1062
"511","5505f83f55c93c7c72604e7c0376cc6da97af48c",4,"No",0,2,248,3637
"512","5505f83f55c93c7c72604e7c0376cc6da97af48c",4,"Yes",25,2,392,5295
"513","5505f83f55c93c7c72604e7c0376cc6da97af48c",14,"No",86.6666666666667,4,18,1527.75
"514","550ceac3672edf0a0f447b0e52ecf3b1c5c9ee9d",1,"No",0,2,15,639.5
"515","551c1ef4d5118860c189dec417d89eb0494338e2",8,"No",-12.5,2,12,242154
"516","5628f44e70e49785f9370e065f856fb9eb396950",15,"Yes",20,2,51,29546
"517","5669536dccc1d3ed27694945ff659ae9a8e7e234",4,"No",75,2,67,67001.5
"518","5669536dccc1d3ed27694945ff659ae9a8e7e234",15,"No",-8,5,13,3395.2
"519","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",1,"No",0,2,1837,1761657.5
"520","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",2,"No",0,2,5,190
"521","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",4,"No",-25,2,303,124693.5
"522","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",5,"Yes",44.4444444444444,2,6,1677.5
"523","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",8,"No",37.5,2,5,301.5
"524","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",8,"Yes",37.5,3,44,57689
"525","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",9,"No",25,2,15,1674
"526","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",9,"Yes",12.5,2,11,31641.5
"527","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",11,"No",-33.3333333333333,4,24,21725.75
"528","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",11,"Yes",6.6666666666667,3,31,29206.6666666667
"529","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",14,"No",80,4,23,39938
"530","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",14,"Yes",33.3333333333333,3,16,1390
"531","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",15,"No",20,2,5,1126
"532","56989e15eabb88f1cc9ab6a225cd54eb29bf9cae",15,"Yes",10,2,6,1247.5
"533","56d8d7804ca6be54050f2024b82257d403e6cf47",1,"No",0,2,11,753.5
"534","5701efd977c4a78a76904d65f222a28593acda75",4,"No",0,3,15,369.666666666667
"535","5701efd977c4a78a76904d65f222a28593acda75",8,"No",100,4,34,14776.25
"536","573bbcf90199592cd45e9d1efdb9c46271bb8db2",1,"No",0,3,67,313127.666666667
"537","573bbcf90199592cd45e9d1efdb9c46271bb8db2",14,"Yes",1.3333333333333,2,19,22324
"538","579719561dc2050e7668c6009f6f0191e76feffb",8,"No",0,4,23,5106.5
"539","58038b1ddf5a73d7946ce82fde75f5b904750b1f",2,"No",75,2,5,6957
"540","58038b1ddf5a73d7946ce82fde75f5b904750b1f",14,"No",0,2,7,84426
"541","58038b1ddf5a73d7946ce82fde75f5b904750b1f",15,"No",0,2,3,429.5
"542","584f4fb43c263f54ec7808ad44e52a0c13496db7",2,"No",0,4,64,267323.5
"543","584f4fb43c263f54ec7808ad44e52a0c13496db7",9,"No",0,2,21,27256
"544","584f4fb43c263f54ec7808ad44e52a0c13496db7",11,"No",22.2222222222223,6,48,15338.3333333333
"545","584f4fb43c263f54ec7808ad44e52a0c13496db7",11,"Yes",22.2222222222223,3,5,284.666666666667
"546","584f4fb43c263f54ec7808ad44e52a0c13496db7",14,"No",0,5,130,81517
"547","584f4fb43c263f54ec7808ad44e52a0c13496db7",15,"No",0,5,59,62662.2
"548","5885ffba58c88201d2a4471f530ab3d2f63310eb",14,"No",0,2,12,1223.5
"549","59401615672e33090900054922ff2f389482ee14",5,"No",0,2,263,88992
"550","597972dead64803e2e0e0c2127e8fe8ecd4b8253",2,"No",0,2,7,735
"551","597972dead64803e2e0e0c2127e8fe8ecd4b8253",7,"No",-28.5714285714285,2,14,1610.5
"552","597972dead64803e2e0e0c2127e8fe8ecd4b8253",11,"No",0,2,258,1157071.5
"553","5986c8227989fa8dd835a20bdba25cca44bab2bc",2,"No",0,2,7,5769
"554","599de06b190675e7cf82aaad6b86c4d9bfe4d8c6",11,"No",0,2,10,242253.5
"555","599de06b190675e7cf82aaad6b86c4d9bfe4d8c6",14,"Yes",21.3333333333334,2,13,357779.5
"556","59cbf09da729edf3385830cbd3f32e68d639ec6c",5,"No",0,3,15,1108
"557","59cbf09da729edf3385830cbd3f32e68d639ec6c",11,"No",-77.7777777777778,3,11,1262.33333333333
"558","59cbf09da729edf3385830cbd3f32e68d639ec6c",14,"No",80,6,43,18644
"559","59cbf09da729edf3385830cbd3f32e68d639ec6c",15,"No",30,3,15,7845
"560","59cbf09da729edf3385830cbd3f32e68d639ec6c",15,"Yes",10,2,21,1271.5
"561","5aca76c274e33ef25844adfa2fd1784e33d35b55",9,"No",0,2,62,77229
"562","5aca76c274e33ef25844adfa2fd1784e33d35b55",9,"Yes",17.5,2,22,39927
"563","5aca76c274e33ef25844adfa2fd1784e33d35b55",14,"No",0,4,63,46336
"564","5b8027d1ea1ebd89ecab41c38d60bb6a894e4fe0",0,"Yes",5.55566151936841,2,46,499.5
"565","5b8027d1ea1ebd89ecab41c38d60bb6a894e4fe0",5,"No",66.6666666666667,2,52,191452.5
"566","5b8027d1ea1ebd89ecab41c38d60bb6a894e4fe0",5,"Yes",17.7777777777778,2,15,22871.5
"567","5b8cfdc7d324e6f982058036d8c87d895f5ca112",5,"No",0,2,21,2072.5
"568","5c5ddcbb27006740295610fd8c11c8aa577c6776",8,"No",-85,2,196,994523.5
"569","5c5ddcbb27006740295610fd8c11c8aa577c6776",14,"No",5.3333333333333,6,48,23261.1666666667
"570","5c5ddcbb27006740295610fd8c11c8aa577c6776",15,"No",0,2,17,26086
"571","5c9525925f815698729ab6701c3c6a04a15f1813",0,"Yes",16.6666666666667,2,70,90766
"572","5caf02f9f736d5d9f184dba0f657620872ca0023",5,"No",88.8888888888889,4,36,1005.25
"573","5caf02f9f736d5d9f184dba0f657620872ca0023",5,"Yes",22.2222222222222,2,17,2273.5
"574","5caf02f9f736d5d9f184dba0f657620872ca0023",14,"No",86.6666666666667,2,14,966.5
"575","5ce30084bd441fb1386d3062ce1c4fd4f71bb0e1",4,"No",-75,2,14,185871.5
"576","5dd9b47f1e409cba659d7d9f2975b109c199f056",5,"Yes",22.2222222222222,2,6,1181.5
"577","5edc8cf64c74fa839c16e99c71a72f0f97288938",5,"No",88.8888888888889,2,2,45503.5
